GENE_NAME	mr88	mr89	mr90	mr91
DYNC2H1	232	233	199	212
MIR4693	0	0	0	0
PDGFD	0	0	0	0
DDI1	0	0	0	0
MIR7641-1	0	0	0	0
LOC102723895	0	0	0	0
CASP12	0	0	0	0
LOC643733	0	0	0	0
CASP4	69	75	57	73
CASP5	0	0	0	0
CASP1	0	0	0	2
CARD16	1	0	0	0
CASP1P2	0	0	0	0
CARD17	0	0	0	0
CARD18	0	0	0	0
GRIA4	0	0	0	1
MSANTD4	149	152	127	142
KBTBD3	74	64	42	51
AASDHPPT	444	488	340	339
LOC101928535	0	0	0	0
GUCY1A2	4	11	11	15
CWF19L2	172	139	173	185
ALKBH8	60	43	57	56
ELMOD1	0	0	1	1
LOC643923	0	1	0	0
SLN	0	0	0	0
SLC35F2	1227	1276	1243	1317
RAB39A	2	1	1	2
CUL5	743	787	757	815
ACAT1	641	732	758	832
NPAT	186	224	151	148
ATM	362	411	380	382
C11orf65	21	17	20	19
KDELC2	2	1	0	2
EXPH5	108	110	77	70
DDX10	301	350	216	204
C11orf87	0	0	0	0
ZC3H12C	31	51	36	40
RDX	980	957	1195	1226
FDX1	188	221	191	220
ARHGAP20	6	7	4	6
C11orf53	1	1	2	0
COLCA1	427	519	410	413
COLCA2	1	1	0	0
MIR4491	0	0	0	0
POU2AF1	0	0	0	0
LOC100132078	0	0	0	0
BTG4	0	0	0	0
MIR34B	0	0	0	0
MIR34C	0	0	0	0
C11orf88	0	0	0	0
LAYN	0	0	0	0
SIK2	300	247	314	294
PPP2R1B	403	410	349	326
ALG9	311	261	352	319
FDXACB1	29	43	36	48
C11orf1	214	229	225	257
CRYAB	18	14	21	18
HSPB2	0	0	0	0
HSPB2-C11orf52	0	0	0	0
C11orf52	0	0	0	0
DIXDC1	77	82	174	134
DLAT	896	908	654	620
PIH1D2	27	17	31	21
C11orf57	300	318	256	231
TIMM8B	387	392	338	285
SDHD	251	325	248	251
IL18	0	0	1	1
TEX12	0	0	0	0
BCO2	4	2	2	1
PTS	202	222	224	234
PLET1	0	0	2	0
LOC283140	0	0	0	0
LOC101928823	0	0	0	0
LOC387810	0	1	1	0
LOC101928847	1	0	0	0
NCAM1	2	3	1	3
NCAM1-AS1	0	0	0	0
TTC12	201	199	220	224
ANKK1	4	7	5	5
DRD2	0	0	0	1
MIR4301	0	0	0	0
TMPRSS5	4	6	3	3
ZW10	218	264	166	150
CLDN25	0	0	0	0
USP28	247	272	231	222
HTR3B	0	0	0	1
HTR3A	0	1	2	4
ZBTB16	625	644	660	669
NNMT	34	41	64	61
LOC101928940	0	0	1	1
C11orf71	421	494	450	543
RBM7	130	148	93	99
REXO2	375	431	375	389
NXPE1	0	0	0	0
NXPE4	0	0	0	0
NXPE2	1	0	0	0
CADM1	32	27	27	25
LINC00900	1	0	0	1
BUD13	101	121	56	93
ZPR1	242	244	182	198
APOA5	2	2	10	2
APOA4	0	0	0	0
APOC3	0	0	0	0
APOA1	0	0	0	0
APOA1-AS	0	0	2	0
SIK3	126	151	114	90
PAFAH1B2	1026	1116	695	747
SIDT2	420	435	395	458
LOC100652768	15	39	31	26
TAGLN	42	37	37	46
PCSK7	363	340	298	289
RNF214	177	175	136	121
BACE1	464	494	474	466
BACE1-AS	7	7	3	7
CEP164	289	289	224	219
DSCAML1	0	0	0	0
FXYD2	0	0	0	0
FXYD6-FXYD2	0	0	0	0
FXYD6	1	0	0	0
TMPRSS13	28	42	31	38
IL10RA	1	2	2	1
TMPRSS4-AS1	0	0	0	0
TMPRSS4	5	5	2	3
SCN4B	0	3	2	1
SCN2B	0	0	0	0
AMICA1	0	0	1	0
MPZL3	315	372	381	373
MPZL2	171	204	162	183
CD3E	0	0	0	0
CD3D	0	0	0	0
CD3G	0	0	1	0
UBE4A	1075	1187	1243	1310
LOC100131626	1	0	0	0
ATP5L	709	806	659	645
KMT2A	876	933	763	781
LOC101929089	6	10	8	5
TTC36	11	9	10	12
TMEM25	247	300	263	327
IFT46	90	118	94	94
ARCN1	2032	2126	2098	2234
PHLDB1	133	157	105	98
MIR6716	0	0	0	0
TREH	0	0	2	0
DDX6	2153	2275	1733	1842
CXCR5	3	0	1	0
BCL9L	777	796	673	713
MIR4492	0	0	0	0
UPK2	1	2	5	4
FOXR1	1	1	0	0
CCDC84	91	107	74	69
RPL23AP64	17	27	13	12
RPS25	2268	2428	2166	2202
TRAPPC4	440	462	353	391
MIR3656	0	0	0	0
SLC37A4	331	357	196	274
HYOU1	4193	4735	4313	4417
VPS11	241	244	231	272
HMBS	308	355	292	252
H2AFX	975	1034	404	429
DPAGT1	284	280	255	262
C2CD2L	272	263	302	305
HINFP	121	123	86	90
ABCG4	2	0	1	2
NLRX1	325	357	335	334
PDZD3	1	0	0	0
CCDC153	3	1	3	5
CBL	326	406	259	266
MCAM	5	5	1	0
MIR6756	0	0	0	0
RNF26	523	596	433	428
C1QTNF5	0	0	0	0
MFRP	0	0	0	0
USP2	22	34	31	32
USP2-AS1	11	11	8	9
THY1	0	0	0	0
PVRL1	356	413	227	255
LOC102724301	3	3	0	2
TRIM29	7	5	5	3
OAF	43	50	47	51
POU2F3	9	16	8	4
LOC649133	1	0	0	0
TMEM136	148	164	145	174
ARHGEF12	1434	1557	1612	1587
GRIK4	1	4	0	0
TBCEL	329	322	279	272
TECTA	9	10	3	6
SC5D	1237	1305	1598	1656
SORL1	119	118	154	145
MIR100HG	0	0	0	0
MIR125B1	0	0	0	0
BLID	0	0	0	0
MIRLET7A2	0	0	0	0
MIR100	0	0	0	0
UBASH3B	5	0	1	1
CRTAM	0	0	0	0
C11orf63	0	0	0	0
BSX	0	0	0	0
LOC341056	0	0	1	0
HSPA8	13277	14471	11558	11944
SNORD14E	1	4	1	1
SNORD14D	6	5	4	2
SNORD14C	5	10	6	1
CLMP	4	2	11	7
MIR4493	0	0	0	0
GRAMD1B	1	0	0	0
SCN3B	1	0	1	1
ZNF202	188	178	121	141
OR6X1	0	0	0	0
OR6M1	0	0	0	0
TMEM225	0	0	0	0
OR8D4	0	0	0	0
OR4D5	0	0	0	0
OR6T1	0	0	0	0
OR10S1	0	0	0	0
OR10G4	0	0	0	0
OR10G9	0	0	0	0
OR10G8	0	0	0	0
OR10G7	0	0	0	0
VWA5A	15	28	39	56
OR8G2	0	0	1	0
OR8G1	1	0	1	0
OR8G5	3	3	5	2
OR8D1	1	1	0	0
OR8D2	0	0	0	0
OR8B2	0	0	0	0
OR8B3	0	0	0	0
OR8B4	0	0	0	0
OR8B8	0	0	0	0
OR8B12	0	1	0	0
OR8A1	2	2	0	1
PANX3	5	4	12	16
TBRG1	1653	1760	2680	2775
SIAE	436	476	554	511
SPA17	68	49	77	61
NRGN	19	15	10	7
VSIG2	0	0	0	1
ESAM	2	4	4	4
LOC101929340	1	3	1	1
MSANTD2	39	38	31	38
LOC100507283	13	15	14	17
ROBO3	70	68	67	86
ROBO4	0	0	0	0
HEPN1	0	0	0	0
HEPACAM	1	2	4	2
CCDC15	59	88	46	42
SLC37A2	25	13	19	18
TMEM218	159	205	145	146
PKNOX2-AS1	0	1	0	0
PKNOX2	51	52	50	37
FEZ1	6	2	2	3
LOC403312	0	0	0	0
EI24	1254	1475	1154	1217
STT3A	2441	2560	2542	2708
CHEK1	195	209	72	100
ACRV1	4	6	2	8
PATE1	1	0	0	0
PATE2	4	4	2	3
PATE3	0	0	0	1
PATE4	1	1	3	0
HYLS1	4	7	5	5
PUS3	218	242	165	180
DDX25	1	4	0	0
CDON	55	67	49	34
RPUSD4	228	243	182	192
FAM118B	137	137	111	87
SRPR	1565	1783	2218	2286
FOXRED1	351	361	268	287
TIRAP	100	116	103	99
DCPS	124	169	71	94
ST3GAL4-AS1	45	38	37	27
ST3GAL4	251	253	178	212
KIRREL3	0	0	0	0
LOC101929427	0	0	0	0
KIRREL3-AS2	0	0	0	0
MIR3167	0	0	0	0
KIRREL3-AS3	0	0	0	0
LOC101929473	0	0	0	0
LOC101929497	0	0	0	0
ETS1	9	16	5	3
MIR6090	0	0	0	0
LOC101929517	0	0	0	0
FLI1	0	0	0	0
SENCR	0	0	0	3
KCNJ1	0	0	0	0
KCNJ5	0	0	0	0
C11orf45	0	0	1	0
TP53AIP1	1	4	0	0
ARHGAP32	624	533	543	596
BARX2	4	7	5	2
LINC01395	3	0	3	0
TMEM45B	153	175	198	227
NFRKB	644	692	480	500
PRDM10	212	213	163	172
LINC00167	5	10	10	9
APLP2	5505	6236	5069	5222
ST14	1349	1361	1225	1178
ZBTB44	549	594	599	586
ADAMTS8	4	4	2	5
ADAMTS15	10	10	10	7
MIR8052	0	0	0	0
C11orf44	0	0	0	0
LOC100507431	0	0	0	0
LOC103611081	55	67	83	87
SNX19	1090	1124	1097	1133
NTM	0	0	0	0
LOC101929653	0	0	0	0
C11orf39	0	0	0	0
NTM-IT	0	0	0	0
OPCML	0	0	0	0
LOC646522	0	3	0	0
SPATA19	0	0	0	0
MIR4697HG	29	34	39	36
MIR4697	0	0	0	0
IGSF9B	26	38	22	29
LOC100128239	2	2	4	0
JAM3	70	50	163	147
NCAPD3	7405	8133	19402	19564
VPS26B	1823	2010	2202	2320
THYN1	402	453	851	875
ACAD8	983	1017	3053	3053
GLB1L3	1	2	2	4
GLB1L2	499	524	1033	1048
B3GAT1	4	6	32	33
LOC283177	7	1	4	3
LOC100288778	56	39	36	25
IQSEC3	0	0	3	2
LOC574538	0	0	0	0
SLC6A12	3	1	3	1
LOC101929384	0	0	0	0
SLC6A13	0	1	2	3
LOC102723544	0	0	0	0
KDM5A	545	525	470	468
CCDC77	71	82	55	49
B4GALNT3	7	13	8	14
NINJ2	0	1	0	0
LOC100049716	0	0	0	0
WNK1	1958	2070	1778	1855
RAD52	112	127	87	101
ERC1	347	367	385	347
LINC00942	1	0	0	1
FBXL14	96	97	84	67
WNT5B	0	0	0	0
MIR3649	0	0	0	0
ADIPOR2	524	628	492	547
CACNA2D4	2	0	0	0
LRTM2	1	0	0	1
LINC00940	6	7	3	3
DCP1B	132	128	85	98
CACNA1C-IT2	0	0	0	0
CACNA1C	5	1	0	1
CACNA1C-AS4	0	0	0	0
CACNA1C-IT3	0	0	0	0
CACNA1C-AS2	1	0	0	0
CACNA1C-AS1	0	0	2	0
LOC283440	0	0	0	0
FKBP4	2550	2714	1946	1973
ITFG2	98	77	66	66
NRIP2	21	11	22	10
LOC100507424	6	6	3	3
FOXM1	433	404	188	177
RHNO1	258	290	187	201
TULP3	206	232	121	134
TEAD4	69	77	38	32
TSPAN9	216	220	222	258
PRMT8	0	0	0	0
THCAT155	0	0	0	0
CRACR2A	3	9	9	9
PARP11	102	100	110	118
CCND2-AS1	0	0	0	0
CCND2	2	0	0	0
TIGAR	167	203	152	152
FGF23	1	1	1	0
FGF6	0	0	0	0
C12orf4	156	170	132	141
RAD51AP1	135	122	50	52
DYRK4	97	112	103	105
AKAP3	8	10	10	5
NDUFA9	396	474	466	473
LOC101929549	0	1	0	0
GALNT8	1	0	1	1
KCNA6	1	0	0	0
KCNA1	0	0	0	0
KCNA5	0	0	0	0
LOC101929584	0	0	0	1
NTF3	0	0	0	0
ANO2	4	3	1	3
VWF	55	62	38	34
CD9	3126	3388	3123	3138
PLEKHG6	24	27	18	14
TNFRSF1A	516	613	543	461
SCNN1A	518	565	597	613
LTBR	1205	1298	1301	1194
CD27-AS1	106	82	70	82
CD27	1	4	3	4
TAPBPL	66	56	97	85
VAMP1	60	64	48	50
MRPL51	690	781	604	604
NCAPD2	1015	1088	510	503
SCARNA10	2	1	1	1
GAPDH	15634	17067	17348	17936
IFFO1	0	3	0	2
NOP2	642	677	449	460
CHD4	2379	2502	1888	1935
SCARNA11	1	0	0	0
LPAR5	1	0	3	3
ACRBP	3	2	1	3
ING4	163	177	187	176
ZNF384	404	425	320	313
PIANP	4	2	0	9
COPS7A	560	576	615	628
MLF2	1832	2108	2028	2160
PTMS	1573	1660	1247	1438
LAG3	4	2	5	0
CD4	3	6	0	3
GPR162	1	1	1	1
P3H3	2	0	3	2
GNB3	1	0	1	4
CDCA3	156	174	61	58
USP5	1310	1404	1273	1299
TPI1	2764	3074	2661	2793
SPSB2	54	56	54	50
RPL13P5	12	14	11	12
DSTNP2	41	35	37	31
LRRC23	47	62	75	63
ENO2	421	444	259	278
ATN1	1871	2004	1701	1788
C12orf57	689	779	802	871
RNU7-1	0	0	0	0
PTPN6	260	331	272	323
MIR200C	0	0	0	0
MIR141	0	0	0	3
PHB2	1548	1631	1101	1177
SCARNA12	17	22	22	15
EMG1	285	349	243	237
LPCAT3	987	1117	1197	1330
C1S	16	13	9	9
C1R	47	49	55	43
C1RL	301	368	346	319
C1RL-AS1	21	25	27	27
RBP5	9	8	22	11
CLSTN3	324	348	386	384
PEX5	599	641	526	493
ACSM4	2	2	2	2
CD163L1	21	21	22	44
CD163	0	0	0	0
APOBEC1	0	0	0	0
GDF3	0	0	0	0
DPPA3	0	0	0	0
CLEC4C	0	0	1	0
NANOGNB	0	0	0	0
NANOG	0	0	0	0
SLC2A14	6	3	6	8
SLC2A3	72	119	158	145
FOXJ2	308	339	252	275
C3AR1	0	0	0	1
NECAP1	511	544	556	547
CLEC4A	0	2	1	3
POU5F1P3	0	0	1	0
ZNF705A	0	0	0	1
FAM66C	2	1	0	2
FAM90A1	1	3	0	0
FAM86FP	7	9	4	11
LOC101927905	5	1	1	2
LINC00937	0	0	1	0
CLEC6A	0	0	0	0
CLEC4D	0	0	0	0
CLEC4E	0	0	0	0
AICDA	0	0	0	0
MFAP5	0	0	0	0
RIMKLB	127	152	106	110
A2ML1	5	7	5	13
PHC1	20	27	11	10
M6PR	382	379	239	271
KLRG1	1	2	1	0
LINC00612	4	4	3	3
A2M-AS1	9	21	11	16
A2M	1	4	0	2
PZP	1	0	0	0
A2MP1	3	7	0	1
MIR1244-1	0	0	0	0
MIR1244-2	0	0	0	0
MIR1244-3	0	0	0	0
MIR1244-4	0	0	0	0
LINC00987	6	3	4	6
LOC642846	21	23	19	7
LOC101930452	3	5	1	2
LOC101928030	0	0	0	0
DDX12P	29	41	25	23
KLRB1	0	0	0	0
LOC374443	21	22	17	19
CLEC2D	16	15	13	17
CLECL1	0	0	1	0
CD69	0	0	0	0
KLRF1	0	0	0	1
CLEC2B	1	1	1	1
KLRF2	0	0	0	0
CLEC2A	0	0	0	0
LOC100506159	0	0	0	0
CLEC12A	0	0	0	0
CLEC1B	0	0	0	0
CLEC12B	0	0	1	0
LOC102724020	0	0	0	0
CLEC9A	0	2	0	0
CLEC1A	4	4	3	2
CLEC7A	35	24	14	20
OLR1	0	0	0	1
TMEM52B	0	1	0	0
GABARAPL1	400	462	665	732
KLRD1	0	0	3	0
LOC101928100	2	3	1	0
KLRC4-KLRK1	0	0	0	0
KLRK1	0	0	0	0
KLRC4	1	2	0	0
KLRC3	0	0	0	0
KLRC2	0	0	0	0
KLRC1	2	2	0	0
KLRAP1	12	22	19	15
MAGOHB	86	103	60	81
STYK1	187	182	249	225
YBX3	1745	1820	1188	1247
LOC101928162	0	0	0	0
TAS2R7	0	0	0	0
TAS2R8	0	0	0	0
TAS2R9	0	0	0	0
TAS2R10	0	0	0	0
PRR4	0	0	0	0
PRH1-PRR4	0	0	0	0
PRH1	0	0	0	0
TAS2R13	0	0	0	0
PRH2	1	2	1	2
TAS2R14	5	4	3	1
TAS2R50	0	0	0	0
TAS2R20	5	8	7	3
TAS2R19	1	3	2	0
TAS2R31	2	2	2	2
TAS2R46	0	0	1	1
TAS2R43	1	0	0	0
TAS2R30	0	0	0	0
SMIM10L1	314	355	305	307
TAS2R42	0	0	0	0
PRB3	1	0	0	0
PRB4	0	0	0	0
PRB1	0	0	0	0
PRB2	0	0	0	0
LINC01252	1	2	3	4
ETV6	134	141	91	92
BCL2L14	4	3	2	3
LRP6	345	369	315	335
MANSC1	284	298	320	377
LOH12CR2	34	28	27	44
LOH12CR1	50	59	82	95
DUSP16	901	974	1625	1638
CREBL2	606	603	811	861
GPR19	9	9	4	6
CDKN1B	555	564	570	529
APOLD1	23	40	35	44
MIR613	0	0	0	0
DDX47	392	394	270	262
RPL13AP20	2	4	0	2
GPRC5A	0	0	0	0
MIR614	0	0	0	0
GPRC5D	0	0	0	0
HEBP1	132	142	116	138
LOC100506314	1	2	1	1
HTR7P1	35	31	43	28
KIAA1467	200	214	317	334
GSG1	0	0	1	0
EMP1	33	41	29	26
LINC01559	2	3	1	0
GRIN2B	0	0	0	0
ATF7IP	445	460	345	360
PLBD1	0	0	1	0
PLBD1-AS1	0	0	0	0
GUCY2C	2	1	0	0
HIST4H4	6	15	4	7
H2AFJ	404	454	398	415
WBP11	509	564	401	402
C12orf60	15	10	17	16
SMCO3	2	0	1	1
ART4	0	0	0	0
MGP	1	0	2	0
ERP27	0	0	0	0
ARHGDIB	2	1	5	1
PDE6H	0	0	0	0
LINC01489	0	0	0	0
RERG	0	0	1	0
RERG-AS1	0	0	0	0
PTPRO	0	0	0	0
EPS8	44	41	25	28
STRAP	1174	1228	1099	1097
DERA	103	119	102	97
SLC15A5	0	0	0	0
MGST1	856	962	1268	1220
LMO3	2	1	1	1
SKP1P2	0	0	0	1
MIR3974	0	0	0	0
RERGL	0	0	0	0
PIK3C2G	0	0	0	0
PLCZ1	0	0	0	0
CAPZA3	0	0	0	0
PLEKHA5	206	231	149	191
AEBP2	268	299	224	210
LOC100506393	0	0	0	0
PDE3A	72	72	71	80
SLCO1C1	0	0	2	2
SLCO1B3	0	0	1	0
SLCO1B7	2	0	1	0
SLCO1B1	0	0	0	0
SLCO1A2	0	0	1	0
IAPP	0	0	0	0
PYROXD1	52	51	45	51
RECQL	226	232	194	202
GOLT1B	332	314	268	300
SPX	2	1	3	3
GYS2	0	0	0	0
LDHB	1666	1808	1226	1254
KCNJ8	0	0	0	0
ABCC9	0	1	0	0
CMAS	724	870	705	824
ST8SIA1	2	1	0	0
C2CD5	254	277	236	242
ETNK1	653	683	567	580
LOC101928441	0	0	0	0
SOX5	0	0	0	0
MIR920	0	0	0	0
LOC101928471	0	0	0	0
LINC00477	0	0	1	0
BCAT1	5	2	2	2
C12orf77	0	0	0	0
LRMP	2	0	0	4
CASC1	9	10	9	22
LYRM5	147	143	208	190
KRAS	466	516	413	407
LMNTD1	0	1	0	0
MIR4302	0	0	0	0
RASSF8-AS1	0	0	1	2
RASSF8	29	23	18	24
BHLHE41	7	5	9	5
SSPN	0	0	0	0
ITPR2	48	53	96	85
ASUN	315	335	273	271
FGFR1OP2	121	102	106	114
TM7SF3	658	739	648	596
MED21	217	279	210	184
C12orf71	1	0	0	0
STK38L	346	369	246	262
ARNTL2	50	63	21	39
ARNTL2-AS1	0	0	0	0
SMCO2	0	0	1	0
PPFIBP1	962	999	709	717
REP15	17	16	7	10
MRPS35	959	1069	836	876
MANSC4	0	1	0	0
KLHL42	429	455	369	448
PTHLH	1	2	0	1
CCDC91	252	255	223	209
FAR2	10	12	19	31
LOC100506606	10	7	16	20
ERGIC2	561	675	773	784
OVCH1-AS1	0	0	0	0
OVCH1	0	0	0	0
TMTC1	1	9	2	3
IPO8	621	623	630	621
CAPRIN2	188	196	169	190
LINC00941	1	1	0	3
TSPAN11	5	6	5	3
DDX11-AS1	6	9	4	4
DDX11	145	157	94	107
FAM60A	356	361	180	158
FLJ13224	4	10	4	3
DENND5B	92	109	83	80
DENND5B-AS1	0	0	0	0
METTL20	25	32	32	42
AMN1	34	49	38	48
H3F3C	0	0	0	0
KIAA1551	239	280	164	177
BICD1	236	270	155	166
FGD4	278	283	234	209
DNM1L	1334	1380	1081	1051
YARS2	269	337	165	195
PKP2	89	82	66	80
SYT10	0	0	0	0
ALG10	72	67	54	69
ALG10B	159	189	160	167
CPNE8	1	0	0	0
KIF21A	495	491	419	449
ABCD2	0	0	0	0
C12orf40	0	0	0	0
SLC2A13	11	8	11	10
LRRK2	1	0	0	1
MUC19	6	2	1	4
CNTN1	0	0	0	0
PDZRN4	1	1	4	2
GXYLT1	207	244	193	211
YAF2	99	110	102	108
ZCRB1	376	399	463	503
MIR7851	1	2	0	0
PPHLN1	354	436	327	348
PRICKLE1	2	0	0	1
LOC101927058	0	0	0	0
ADAMTS20	12	9	11	8
PUS7L	199	241	156	163
IRAK4	220	219	191	202
TWF1	393	384	340	368
TMEM117	6	10	15	20
NELL2	3	3	4	9
DBX2	0	0	0	0
RACGAP1P	1	0	1	0
PLEKHA8P1	14	16	11	13
ANO6	218	248	209	185
LINC00938	160	165	136	135
ARID2	568	606	378	434
SCAF11	1153	1207	1037	1125
SLC38A1	1834	1994	2108	2265
SLC38A2	5320	5591	7960	8102
LOC100288798	19	28	32	29
SLC38A4	106	118	42	32
AMIGO2	2	1	1	2
PCED1B	2	1	4	0
MIR4698	0	0	0	0
PCED1B-AS1	0	0	0	0
MIR4494	0	0	0	0
RPAP3	276	295	229	255
ENDOU	1	3	0	1
RAPGEF3	29	34	35	35
SLC48A1	130	112	187	188
HDAC7	417	421	372	388
VDR	104	117	214	232
TMEM106C	499	493	496	516
COL2A1	0	2	2	1
SENP1	194	217	117	125
PFKM	920	1099	868	903
MIR6505	0	2	0	1
ASB8	228	238	217	254
CCDC184	5	2	1	0
OR10AD1	0	0	0	0
H1FNT	0	0	0	0
ZNF641	136	147	125	142
ANP32D	0	0	0	0
C12orf54	0	0	0	0
OR8S1	0	0	0	0
LALBA	0	0	0	0
KANSL2	265	293	239	185
SNORA34	0	0	0	0
MIR1291	0	0	0	0
SNORA2A	0	0	0	0
SNORA2B	0	2	0	0
CCNT1	792	822	680	654
LINC00935	0	0	0	0
ADCY6	514	533	528	585
MIR4701	1	1	0	2
LOC100506125	7	9	4	5
CACNB3	159	155	82	75
DDX23	736	720	584	624
RND1	3	2	3	1
CCDC65	4	7	10	4
FKBP11	114	131	246	244
ARF3	2191	2265	2036	2019
WNT10B	40	50	53	38
WNT1	0	0	0	1
DDN	12	11	5	6
PRKAG1	506	620	537	539
KMT2D	1276	1439	1113	1146
RHEBL1	6	2	2	2
DHH	0	0	0	0
LMBR1L	341	350	273	336
TUBA1B	1997	2280	1014	1099
TUBA1A	163	180	48	35
TUBA1C	1175	1191	722	764
LOC101927267	5	8	4	7
PRPH	3	5	6	4
TROAP	123	183	84	69
C1QL4	2	3	2	1
DNAJC22	151	160	129	140
SPATS2	408	394	367	389
LOC100335030	19	17	11	12
KCNH3	7	8	0	1
MCRS1	340	371	281	330
FAM186B	9	5	6	9
PRPF40B	160	138	120	116
FMNL3	16	27	22	31
TMBIM6	6356	7160	7628	7908
NCKAP5L	60	91	46	48
BCDIN3D-AS1	18	30	17	35
BCDIN3D	56	89	73	60
FAIM2	1	0	0	0
LOC283332	0	0	0	0
LOC101927292	0	0	0	0
AQP2	0	0	0	2
LOC101927318	0	0	0	0
AQP5	0	0	0	1
AQP6	0	0	0	0
RACGAP1	440	419	224	202
ASIC1	46	44	29	45
SMARCD1	318	355	183	214
GPD1	5	4	4	17
COX14	162	197	184	186
CERS5	166	186	157	175
LIMA1	302	304	381	402
MIR1293	0	1	0	0
FAM186A	2	2	4	4
LARP4	1069	1159	1008	1121
DIP2B	692	799	729	667
ATF1	227	236	197	204
TMPRSS12	0	0	0	0
METTL7A	386	427	247	220
HIGD1C	0	0	1	0
SLC11A2	757	789	799	945
LETMD1	381	393	356	369
CSRNP2	240	277	181	174
TFCP2	0	1	0	4
POU6F1	0	0	0	0
DAZAP2	976	1019	896	927
SMAGP	26	27	13	15
BIN2	0	0	0	0
CELA1	0	0	0	0
GALNT6	0	0	0	0
SLC4A8	0	0	0	1
SCN8A	6	9	2	3
FIGNL2	0	1	0	0
ANKRD33	0	0	0	0
ACVRL1	1	2	2	2
ACVR1B	452	496	487	556
GRASP	11	19	4	6
NR4A1	427	497	778	817
ATG101	420	435	546	532
OR7E47P	72	77	122	106
KRT80	21	19	17	15
C12orf80	0	0	0	0
LINC00592	1	1	0	0
KRT7	1	2	0	0
KRT81	0	0	0	1
KRT86	1	0	1	0
KRT83	0	0	0	0
KRT85	0	0	0	0
KRT84	0	0	0	0
KRT82	0	0	0	0
KRT75	1	0	0	0
KRT6B	13	14	6	2
KRT6C	35	36	9	6
KRT6A	7	0	0	1
KRT5	0	0	0	0
KRT71	0	1	0	0
KRT74	0	0	1	0
KRT72	1	1	4	5
KRT73	1	2	2	3
KRT73-AS1	0	0	0	0
KRT2	0	3	0	0
KRT1	1	0	0	0
KRT77	0	0	0	0
KRT76	0	0	0	0
KRT3	0	0	0	0
KRT4	1	1	0	1
KRT79	0	0	1	0
KRT78	1	0	0	0
KRT8	6235	6769	8271	8617
KRT18	3107	3349	5233	5451
EIF4B	2505	2869	2366	2395
LOC283335	40	47	48	52
TNS2	96	86	146	136
MIR6757	0	0	1	0
SPRYD3	328	377	418	424
IGFBP6	0	0	1	0
SOAT2	0	0	0	0
CSAD	212	210	259	256
ZNF740	287	314	270	256
ITGB7	8	11	4	10
RARG	54	46	42	29
MFSD5	232	274	244	265
ESPL1	168	201	74	81
PFDN5	652	742	718	701
C12orf10	216	253	214	240
AAAS	332	407	312	305
SP7	0	0	0	0
SP1	689	774	542	561
AMHR2	8	12	7	10
PRR13	205	231	247	265
PCBP2	2374	2621	1977	2030
PCBP2-OT1	3	1	1	0
MAP3K12	99	130	110	108
TARBP2	218	233	152	186
NPFF	5	13	2	7
ATF7	397	439	397	439
LOC100652999	2	0	6	0
ATP5G2	1160	1184	1174	1264
CALCOCO1	259	247	288	291
CISTR	0	0	0	0
HOXC13-AS	15	11	21	10
HOXC13	69	67	48	47
HOXC12	4	8	9	14
HOTAIR	0	0	0	1
HOXC11	0	0	0	0
HOXC-AS3	0	0	0	0
HOXC10	8	8	8	6
MIR196A2	0	0	0	0
HOXC-AS2	0	0	0	0
HOXC-AS1	5	0	4	3
HOXC9	17	25	23	24
HOXC8	1	1	0	2
HOXC4	18	15	7	21
HOXC5	9	8	5	8
HOXC6	165	205	118	139
MIR615	0	0	0	1
FLJ12825	2	5	2	3
LOC100240735	2	2	0	1
LOC100240734	0	0	0	0
LOC400043	5	3	4	8
SMUG1	219	220	216	215
CBX5	2319	2408	1936	1987
MIR3198-2	0	0	0	0
HNRNPA1	711	779	476	532
NFE2	0	2	0	0
COPZ1	1373	1455	1334	1440
MIR148B	0	0	0	0
LOC102724050	0	0	0	0
GPR84	0	0	0	0
ZNF385A	109	129	102	132
ITGA5	172	223	229	235
GTSF1	0	3	0	0
NCKAP1L	0	0	0	0
PDE1B	0	0	1	0
PPP1R1A	0	0	0	0
GLYCAM1	0	0	0	0
LACRT	0	0	0	0
DCD	0	0	0	0
MUCL1	4	2	0	3
TESPA1	2	1	1	0
NEUROD4	0	0	1	0
OR9K2	0	0	0	0
OR10A7	0	0	0	0
OR6C74	0	0	0	0
OR6C6	0	0	0	0
OR6C1	0	0	0	0
OR6C3	0	0	0	0
OR6C75	0	0	0	0
OR6C65	0	0	0	0
OR6C76	0	0	0	0
OR6C2	0	0	0	0
OR6C70	0	0	0	0
OR6C68	0	0	0	0
OR6C4	0	0	0	0
OR2AP1	0	0	0	0
OR10P1	0	0	0	0
METTL7B	0	0	0	0
ITGA7	19	22	14	15
BLOC1S1	34	43	34	48
BLOC1S1-RDH5	0	0	0	0
RDH5	5	2	2	0
CD63	1274	1445	1495	1661
GDF11	257	277	197	201
SARNP	181	201	152	159
ORMDL2	398	469	422	395
DNAJC14	488	498	421	469
TMEM198B	300	327	378	366
MMP19	0	0	0	1
WIBG	439	465	371	396
DGKA	46	33	57	51
PMEL	31	21	41	44
CDK2	410	391	239	239
RAB5B	1429	1565	1519	1524
SUOX	445	476	417	460
IKZF4	46	46	39	39
RPS26	29	23	20	24
ERBB3	2038	2346	2235	2263
PA2G4	1249	1327	930	979
RPL41	1433	1506	1433	1437
